date,sku,competitor,price
2022-01-01,LP-IND-003,Amazon,69531.58
2022-01-01,LP-IND-003,Croma,71261.3
2022-01-01,LP-IND-003,Reliance Digital,73584.31
2022-01-01,LP-IND-003,CompeteX,66830.44
2022-02-01,LP-IND-003,Flipkart,66046.29
2022-02-01,LP-IND-003,Amazon,65391.23
2022-02-01,LP-IND-003,Croma,74984.04
2022-02-01,LP-IND-003,Reliance Digital,72311.88
2022-02-01,LP-IND-003,CompeteX,68126.38
2022-03-01,LP-IND-003,Flipkart,67407.87
2022-03-01,LP-IND-003,Amazon,71599.22
2022-03-01,LP-IND-003,Croma,73978.27
2022-03-01,LP-IND-003,Reliance Digital,72653.37
2022-03-01,LP-IND-003,CompeteX,69003.3
2022-04-01,LP-IND-003,Flipkart,66427.19
2022-04-01,LP-IND-003,Amazon,65563.17
2022-04-01,LP-IND-003,Croma,69581.51
2022-04-01,LP-IND-003,Reliance Digital,74285.58
2022-04-01,LP-IND-003,CompeteX,66848.78
2022-05-01,LP-IND-003,Flipkart,68953.65
2022-05-01,LP-IND-003,Amazon,66226.72
2022-05-01,LP-IND-003,Croma,70485.77
2022-05-01,LP-IND-003,Reliance Digital,68061.05
2022-05-01,LP-IND-003,CompeteX,64581.82
2022-06-01,LP-IND-003,Flipkart,67994.14
2022-06-01,LP-IND-003,Amazon,67733.53
2022-06-01,LP-IND-003,Croma,73016.49
2022-06-01,LP-IND-003,Reliance Digital,75538.07
2022-06-01,LP-IND-003,CompeteX,64562.22
2022-07-01,LP-IND-003,Flipkart,67355.98
2022-07-01,LP-IND-003,Amazon,71023.25
2022-07-01,LP-IND-003,Croma,72672.46
2022-07-01,LP-IND-003,Reliance Digital,73167.31
2022-07-01,LP-IND-003,CompeteX,68883.19
2022-08-01,LP-IND-003,Flipkart,71016.53
2022-08-01,LP-IND-003,Amazon,65672.92
2022-08-01,LP-IND-003,Croma,77127.38
2022-08-01,LP-IND-003,Reliance Digital,72074.94
2022-08-01,LP-IND-003,CompeteX,63805.69
2022-09-01,LP-IND-003,Flipkart,66894.94
2022-09-01,LP-IND-003,Amazon,72673.78
2022-09-01,LP-IND-003,Croma,73479.96
2022-09-01,LP-IND-003,Reliance Digital,70701.89
2022-09-01,LP-IND-003,CompeteX,66958.81
2022-10-01,LP-IND-003,Flipkart,65054.38
2022-10-01,LP-IND-003,Amazon,65074.42
2022-10-01,LP-IND-003,Croma,70422.81
2022-10-01,LP-IND-003,Reliance Digital,69015.0
2022-10-01,LP-IND-003,CompeteX,62911.91
2022-11-01,LP-IND-003,Flipkart,64202.81
2022-11-01,LP-IND-003,Amazon,69823.22
2022-11-01,LP-IND-003,Croma,70868.27
2022-11-01,LP-IND-003,Reliance Digital,70844.06
2022-11-01,LP-IND-003,CompeteX,69172.53
2022-12-01,LP-IND-003,Flipkart,67019.55
2022-12-01,LP-IND-003,Amazon,70047.49
2022-12-01,LP-IND-003,Croma,70787.91
2022-12-01,LP-IND-003,Reliance Digital,69554.95
2022-12-01,LP-IND-003,CompeteX,61978.69
2023-01-01,LP-IND-003,Flipkart,66333.22
2023-01-01,LP-IND-003,Amazon,68723.29
2023-01-01,LP-IND-003,Croma,72890.27
2023-01-01,LP-IND-003,Reliance Digital,70684.84
2023-01-01,LP-IND-003,CompeteX,64473.85
2023-02-01,LP-IND-003,Flipkart,68857.55
2023-02-01,LP-IND-003,Amazon,68098.3
2023-02-01,LP-IND-003,Croma,74509.99
2023-02-01,LP-IND-003,Reliance Digital,74271.96
2023-02-01,LP-IND-003,CompeteX,69402.04
2023-03-01,LP-IND-003,Flipkart,65212.03
2023-03-01,LP-IND-003,Amazon,73228.18
2023-03-01,LP-IND-003,Croma,76790.29
2023-03-01,LP-IND-003,Reliance Digital,70624.78
2023-03-01,LP-IND-003,CompeteX,70986.51
2023-04-01,LP-IND-003,Flipkart,72837.18
2023-04-01,LP-IND-003,Amazon,66841.9
2023-04-01,LP-IND-003,Croma,73754.08
2023-04-01,LP-IND-003,Reliance Digital,76890.92
2023-04-01,LP-IND-003,CompeteX,69902.55
2023-05-01,LP-IND-003,Flipkart,66468.03
2023-05-01,LP-IND-003,Amazon,68124.39
2023-05-01,LP-IND-003,Croma,74563.64
2023-05-01,LP-IND-003,Reliance Digital,74108.53
2023-05-01,LP-IND-003,CompeteX,68778.06
2023-06-01,LP-IND-003,Flipkart,68062.96
2023-06-01,LP-IND-003,Amazon,70314.34
2023-06-01,LP-IND-003,Croma,77824.52
2023-06-01,LP-IND-003,Reliance Digital,70234.9
2023-06-01,LP-IND-003,CompeteX,65613.88
2023-07-01,LP-IND-003,Flipkart,71042.19
2023-07-01,LP-IND-003,Amazon,74056.78
2023-07-01,LP-IND-003,Croma,75785.01
2023-07-01,LP-IND-003,Reliance Digital,74520.17
2023-07-01,LP-IND-003,CompeteX,64357.4
2023-08-01,LP-IND-003,Flipkart,68741.94
2023-08-01,LP-IND-003,Amazon,70920.53
2023-08-01,LP-IND-003,Croma,73456.47
2023-08-01,LP-IND-003,Reliance Digital,72246.45
2023-08-01,LP-IND-003,CompeteX,66693.76
2023-09-01,LP-IND-003,Flipkart,65045.61
2023-09-01,LP-IND-003,Amazon,69099.46
2023-09-01,LP-IND-003,Croma,73188.14
2023-09-01,LP-IND-003,Reliance Digital,72750.32
2023-09-01,LP-IND-003,CompeteX,64466.29
2023-10-01,LP-IND-003,Flipkart,72574.7
2023-10-01,LP-IND-003,Amazon,71447.94
2023-10-01,LP-IND-003,Croma,77233.16
2023-10-01,LP-IND-003,Reliance Digital,76743.62
2023-10-01,LP-IND-003,CompeteX,67741.73
2023-11-01,LP-IND-003,Flipkart,65623.83
2023-11-01,LP-IND-003,Amazon,70959.36
2023-11-01,LP-IND-003,Croma,76435.14
2023-11-01,LP-IND-003,Reliance Digital,76365.35
2023-11-01,LP-IND-003,CompeteX,67164.08
2023-12-01,LP-IND-003,Flipkart,65975.52
2023-12-01,LP-IND-003,Amazon,68768.15
2023-12-01,LP-IND-003,Croma,74499.72
2023-12-01,LP-IND-003,Reliance Digital,75504.53
2023-12-01,LP-IND-003,CompeteX,68367.4
2024-01-01,LP-IND-003,Flipkart,69875.27
2024-01-01,LP-IND-003,Amazon,76964.86
2024-01-01,LP-IND-003,Croma,78766.8
2024-01-01,LP-IND-003,Reliance Digital,74006.39
2024-01-01,LP-IND-003,CompeteX,66130.89
2024-02-01,LP-IND-003,Flipkart,68067.59
2024-02-01,LP-IND-003,Amazon,70378.05
2024-02-01,LP-IND-003,Croma,74807.96
2024-02-01,LP-IND-003,Reliance Digital,73555.8
2024-02-01,LP-IND-003,CompeteX,67761.35
2024-03-01,LP-IND-003,Flipkart,68250.05
2024-03-01,LP-IND-003,Amazon,76166.59
2024-03-01,LP-IND-003,Croma,74092.43
2024-03-01,LP-IND-003,Reliance Digital,76561.61
2024-03-01,LP-IND-003,CompeteX,68875.83
2024-04-01,LP-IND-003,Flipkart,75445.67
2024-04-01,LP-IND-003,Amazon,69186.92
2024-04-01,LP-IND-003,Croma,76917.49
2024-04-01,LP-IND-003,Reliance Digital,80519.26
2024-04-01,LP-IND-003,CompeteX,72923.77
2024-05-01,LP-IND-003,Flipkart,73975.37
2024-05-01,LP-IND-003,Amazon,70484.29
2024-05-01,LP-IND-003,Croma,74898.74
2024-05-01,LP-IND-003,Reliance Digital,77843.58
2024-05-01,LP-IND-003,CompeteX,73491.84
2024-06-01,LP-IND-003,Flipkart,71660.07
2024-06-01,LP-IND-003,Amazon,73274.55
2024-06-01,LP-IND-003,Croma,75869.05
2024-06-01,LP-IND-003,Reliance Digital,78740.58
2024-06-01,LP-IND-003,CompeteX,66889.24
2024-07-01,LP-IND-003,Flipkart,69586.93
2024-07-01,LP-IND-003,Amazon,71974.4
2024-07-01,LP-IND-003,Croma,77893.69
2024-07-01,LP-IND-003,Reliance Digital,74052.49
2024-07-01,LP-IND-003,CompeteX,66247.0
2024-08-01,LP-IND-003,Flipkart,72139.1
2024-08-01,LP-IND-003,Amazon,70757.6
2024-08-01,LP-IND-003,Croma,78548.57
2024-08-01,LP-IND-003,Reliance Digital,73269.36
2024-08-01,LP-IND-003,CompeteX,69505.05
2024-09-01,LP-IND-003,Flipkart,71445.06
2024-09-01,LP-IND-003,Amazon,68651.34
2024-09-01,LP-IND-003,Croma,76372.69
2024-09-01,LP-IND-003,Reliance Digital,73091.94
2024-09-01,LP-IND-003,CompeteX,65789.28
2024-10-01,LP-IND-003,Flipkart,75513.1
2024-10-01,LP-IND-003,Amazon,71057.54
2024-10-01,LP-IND-003,Croma,80582.15
2024-10-01,LP-IND-003,Reliance Digital,74161.28
2024-10-01,LP-IND-003,CompeteX,71287.16
2024-11-01,LP-IND-003,Flipkart,73469.77
2024-11-01,LP-IND-003,Amazon,73488.25
2024-11-01,LP-IND-003,Croma,77573.19
2024-11-01,LP-IND-003,Reliance Digital,75559.48
2024-11-01,LP-IND-003,CompeteX,68328.57
2024-12-01,LP-IND-003,Flipkart,74975.6
2024-12-01,LP-IND-003,Amazon,75578.26
2024-12-01,LP-IND-003,Croma,81962.14
2024-12-01,LP-IND-003,Reliance Digital,73001.95
2024-12-01,LP-IND-003,CompeteX,71726.23
2021-01-01,WM-IND-004,Flipkart,32683.77
2021-01-01,WM-IND-004,Amazon,29931.92
2021-01-01,WM-IND-004,Croma,31657.9
2021-01-01,WM-IND-004,Reliance Digital,34040.22
2021-01-01,WM-IND-004,CompeteX,30413.64
2021-02-01,WM-IND-004,Flipkart,32251.39
2021-02-01,WM-IND-004,Amazon,29746.18
2021-02-01,WM-IND-004,Croma,34922.8
2021-02-01,WM-IND-004,Reliance Digital,31623.29
2021-02-01,WM-IND-004,CompeteX,28573.18
2021-03-01,WM-IND-004,Flipkart,29215.91
2021-03-01,WM-IND-004,Amazon,32769.29
2021-03-01,WM-IND-004,Croma,34340.08
2021-03-01,WM-IND-004,Reliance Digital,33063.33
2021-03-01,WM-IND-004,CompeteX,29447.56
2021-04-01,WM-IND-004,Flipkart,32409.86
2021-04-01,WM-IND-004,Amazon,30878.15
2021-04-01,WM-IND-004,Croma,35018.37
2021-04-01,WM-IND-004,Reliance Digital,32687.32
2021-04-01,WM-IND-004,CompeteX,29528.71
2021-05-01,WM-IND-004,Flipkart,30552.81
2021-05-01,WM-IND-004,Amazon,30470.17
2021-05-01,WM-IND-004,Croma,34709.29
2021-05-01,WM-IND-004,Reliance Digital,32972.19
2021-05-01,WM-IND-004,CompeteX,28880.31
2021-06-01,WM-IND-004,Flipkart,32510.09
2021-06-01,WM-IND-004,Amazon,30839.83
2021-06-01,WM-IND-004,Croma,33795.12
2021-06-01,WM-IND-004,Reliance Digital,34781.0
2021-06-01,WM-IND-004,CompeteX,30636.59
2021-07-01,WM-IND-004,Flipkart,29003.7
2021-07-01,WM-IND-004,Amazon,33330.45
2021-07-01,WM-IND-004,Croma,34172.13
2021-07-01,WM-IND-004,Reliance Digital,32220.38
2021-07-01,WM-IND-004,CompeteX,28463.94
2021-08-01,WM-IND-004,Flipkart,32037.23
2021-08-01,WM-IND-004,Amazon,31897.93
2021-08-01,WM-IND-004,Croma,33749.91
2021-08-01,WM-IND-004,Reliance Digital,34724.64
2021-08-01,WM-IND-004,CompeteX,31372.92
2021-09-01,WM-IND-004,Flipkart,29159.5
2021-09-01,WM-IND-004,Amazon,30516.51
2021-09-01,WM-IND-004,Croma,32473.23
2021-09-01,WM-IND-004,Reliance Digital,34052.88
2021-09-01,WM-IND-004,CompeteX,27990.23
2021-10-01,WM-IND-004,Flipkart,31033.11
2021-10-01,WM-IND-004,Amazon,32535.81
2021-10-01,WM-IND-004,Croma,35287.91
2021-10-01,WM-IND-004,Reliance Digital,32252.53
2021-10-01,WM-IND-004,CompeteX,31519.23
2021-11-01,WM-IND-004,Flipkart,28975.63
2021-11-01,WM-IND-004,Amazon,32912.11
2021-11-01,WM-IND-004,Croma,31931.15
2021-11-01,WM-IND-004,Reliance Digital,32499.85
2021-11-01,WM-IND-004,CompeteX,31411.88
2021-12-01,WM-IND-004,Flipkart,29151.63
2021-12-01,WM-IND-004,Amazon,30147.05
2021-12-01,WM-IND-004,Croma,34595.69
2021-12-01,WM-IND-004,Reliance Digital,33945.76
2021-12-01,WM-IND-004,CompeteX,30712.34
2022-01-01,WM-IND-004,Flipkart,32536.56
2022-01-01,WM-IND-004,Amazon,32497.95
2022-01-01,WM-IND-004,Croma,33462.7
2022-01-01,WM-IND-004,Reliance Digital,33236.78
2022-01-01,WM-IND-004,CompeteX,29513.16
2022-02-01,WM-IND-004,Flipkart,33526.35
2022-02-01,WM-IND-004,Amazon,32685.6
2022-02-01,WM-IND-004,Croma,34150.49
2022-02-01,WM-IND-004,Reliance Digital,33773.48
2022-02-01,WM-IND-004,CompeteX,33046.34
2022-03-01,WM-IND-004,Flipkart,30042.02
2022-03-01,WM-IND-004,Amazon,32698.7
2022-03-01,WM-IND-004,Croma,34635.17
2022-03-01,WM-IND-004,Reliance Digital,34463.09
2022-03-01,WM-IND-004,CompeteX,28758.77
2022-04-01,WM-IND-004,Flipkart,33358.73
2022-04-01,WM-IND-004,Amazon,34294.77
2022-04-01,WM-IND-004,Croma,34908.55
2022-04-01,WM-IND-004,Reliance Digital,34856.23
2022-04-01,WM-IND-004,CompeteX,32931.98
2022-05-01,WM-IND-004,Flipkart,32597.88
2022-05-01,WM-IND-004,Amazon,30697.48
2022-05-01,WM-IND-004,Croma,34960.03
2022-05-01,WM-IND-004,Reliance Digital,34441.23
2022-05-01,WM-IND-004,CompeteX,30632.31
2022-06-01,WM-IND-004,Flipkart,32732.65
2022-06-01,WM-IND-004,Amazon,34305.14
2022-06-01,WM-IND-004,Croma,36571.74
2022-06-01,WM-IND-004,Reliance Digital,33721.95
2022-06-01,WM-IND-004,CompeteX,29197.73
2022-07-01,WM-IND-004,Flipkart,33878.85
2022-07-01,WM-IND-004,Amazon,33864.61
2022-07-01,WM-IND-004,Croma,32876.04
2022-07-01,WM-IND-004,Reliance Digital,35890.73
2022-07-01,WM-IND-004,CompeteX,32689.25
2022-08-01,WM-IND-004,Flipkart,31728.53
2022-08-01,WM-IND-004,Amazon,32721.98
2022-08-01,WM-IND-004,Croma,34141.96
2022-08-01,WM-IND-004,Reliance Digital,31894.29
2022-08-01,WM-IND-004,CompeteX,30221.93
2022-09-01,WM-IND-004,Flipkart,33039.09
2022-09-01,WM-IND-004,Amazon,30014.97
2022-09-01,WM-IND-004,Croma,33839.7
2022-09-01,WM-IND-004,Reliance Digital,33478.91
2022-09-01,WM-IND-004,CompeteX,31154.96
2022-10-01,WM-IND-004,Flipkart,33578.98
2022-10-01,WM-IND-004,Amazon,31591.78
2022-10-01,WM-IND-004,Croma,33901.78
2022-10-01,WM-IND-004,Reliance Digital,35044.73
2022-10-01,WM-IND-004,CompeteX,30761.91
2022-11-01,WM-IND-004,Flipkart,30370.82
2022-11-01,WM-IND-004,Amazon,32081.34
2022-11-01,WM-IND-004,Croma,32950.77
2022-11-01,WM-IND-004,Reliance Digital,32455.52
2022-11-01,WM-IND-004,CompeteX,30974.87
2022-12-01,WM-IND-004,Flipkart,31267.49
2022-12-01,WM-IND-004,Amazon,34215.06
2022-12-01,WM-IND-004,Croma,33973.03
2022-12-01,WM-IND-004,Reliance Digital,34320.67
2022-12-01,WM-IND-004,CompeteX,31592.72
2023-01-01,WM-IND-004,Flipkart,30250.98
2023-01-01,WM-IND-004,Amazon,34018.21
2023-01-01,WM-IND-004,Croma,34087.06
2023-01-01,WM-IND-004,Reliance Digital,37127.13
2023-01-01,WM-IND-004,CompeteX,30216.37
2023-02-01,WM-IND-004,Flipkart,32157.77
2023-02-01,WM-IND-004,Amazon,31272.51
2023-02-01,WM-IND-004,Croma,37975.56
2023-02-01,WM-IND-004,Reliance Digital,34948.02
2023-02-01,WM-IND-004,CompeteX,32337.76
2023-03-01,WM-IND-004,Flipkart,30507.33
2023-03-01,WM-IND-004,Amazon,34428.61
2023-03-01,WM-IND-004,Croma,34238.4
2023-03-01,WM-IND-004,Reliance Digital,36827.88
2023-03-01,WM-IND-004,CompeteX,30484.57
2023-04-01,WM-IND-004,Flipkart,31094.34
2023-04-01,WM-IND-004,Amazon,31040.77
2023-04-01,WM-IND-004,Croma,35483.35
2023-04-01,WM-IND-004,Reliance Digital,35245.52
2023-04-01,WM-IND-004,CompeteX,29822.44
2023-05-01,WM-IND-004,Flipkart,33871.63
2023-05-01,WM-IND-004,Amazon,33019.78
2023-05-01,WM-IND-004,Croma,35731.82
2023-05-01,WM-IND-004,Reliance Digital,34656.29
2023-05-01,WM-IND-004,CompeteX,31413.54
2023-06-01,WM-IND-004,Flipkart,32846.42
2023-06-01,WM-IND-004,Amazon,31604.4
2023-06-01,WM-IND-004,Croma,34105.54
2023-06-01,WM-IND-004,Reliance Digital,36655.65
2023-06-01,WM-IND-004,CompeteX,34003.31
2023-07-01,WM-IND-004,Flipkart,31961.57
2023-07-01,WM-IND-004,Amazon,32152.91
2023-07-01,WM-IND-004,Croma,36299.83
2023-07-01,WM-IND-004,Reliance Digital,34504.2
2023-07-01,WM-IND-004,CompeteX,29630.95
2023-08-01,WM-IND-004,Flipkart,30930.34
2023-08-01,WM-IND-004,Amazon,34267.21
2023-08-01,WM-IND-004,Croma,36370.7
2023-08-01,WM-IND-004,Reliance Digital,32691.87
2023-08-01,WM-IND-004,CompeteX,30564.5
2023-09-01,WM-IND-004,Flipkart,31286.13
2023-09-01,WM-IND-004,Amazon,34057.88
2023-09-01,WM-IND-004,Croma,33335.2
2023-09-01,WM-IND-004,Reliance Digital,33057.59
2023-09-01,WM-IND-004,CompeteX,33309.04
2023-10-01,WM-IND-004,Flipkart,31036.67
2023-10-01,WM-IND-004,Amazon,33966.96
2023-10-01,WM-IND-004,Croma,34372.68
2023-10-01,WM-IND-004,Reliance Digital,33035.43
2023-10-01,WM-IND-004,CompeteX,30665.18
2023-11-01,WM-IND-004,Flipkart,33618.7
2023-11-01,WM-IND-004,Amazon,34930.73
2023-11-01,WM-IND-004,Croma,37184.15
2023-11-01,WM-IND-004,Reliance Digital,34449.35
2023-11-01,WM-IND-004,CompeteX,32683.0
2023-12-01,WM-IND-004,Flipkart,31162.23
2023-12-01,WM-IND-004,Amazon,32259.3
2023-12-01,WM-IND-004,Croma,37498.12
2023-12-01,WM-IND-004,Reliance Digital,32624.94
2023-12-01,WM-IND-004,CompeteX,29916.46
2024-01-01,WM-IND-004,Flipkart,32058.35
2024-01-01,WM-IND-004,Amazon,31870.36
2024-01-01,WM-IND-004,Croma,35068.39
2024-01-01,WM-IND-004,Reliance Digital,36331.91
2024-01-01,WM-IND-004,CompeteX,32403.5
2024-02-01,WM-IND-004,Flipkart,35402.29
2024-02-01,WM-IND-004,Amazon,35732.54
2024-02-01,WM-IND-004,Croma,35851.56
2024-02-01,WM-IND-004,Reliance Digital,34751.62
2024-02-01,WM-IND-004,CompeteX,32199.71
2024-03-01,WM-IND-004,Flipkart,33925.73
2024-03-01,WM-IND-004,Amazon,33049.81
2024-03-01,WM-IND-004,Croma,37230.24
2024-03-01,WM-IND-004,Reliance Digital,35484.04
2024-03-01,WM-IND-004,CompeteX,33041.36
2024-04-01,WM-IND-004,Flipkart,33172.89
2024-04-01,WM-IND-004,Amazon,33178.74
2024-04-01,WM-IND-004,Croma,38813.89
2024-04-01,WM-IND-004,Reliance Digital,37213.64
2024-04-01,WM-IND-004,CompeteX,31029.8
2024-05-01,WM-IND-004,Flipkart,35284.1
2024-05-01,WM-IND-004,Amazon,34121.02
2024-05-01,WM-IND-004,Croma,38550.68
2024-05-01,WM-IND-004,Reliance Digital,37390.65
2024-05-01,WM-IND-004,CompeteX,32422.0
2024-06-01,WM-IND-004,Flipkart,31152.92
2024-06-01,WM-IND-004,Amazon,33052.81
2024-06-01,WM-IND-004,Croma,36827.31
2024-06-01,WM-IND-004,Reliance Digital,36578.2
2024-06-01,WM-IND-004,CompeteX,31604.92
2024-07-01,WM-IND-004,Flipkart,31723.7
2024-07-01,WM-IND-004,Amazon,35817.93
2024-07-01,WM-IND-004,Croma,38989.43
2024-07-01,WM-IND-004,Reliance Digital,36051.85
2024-07-01,WM-IND-004,CompeteX,31183.94
2024-08-01,WM-IND-004,Flipkart,32372.93
2024-08-01,WM-IND-004,Amazon,31830.61
2024-08-01,WM-IND-004,Croma,38647.1
2024-08-01,WM-IND-004,Reliance Digital,34059.8
2024-08-01,WM-IND-004,CompeteX,33160.85
2024-09-01,WM-IND-004,Flipkart,32381.47
2024-09-01,WM-IND-004,Amazon,34446.96
2024-09-01,WM-IND-004,Croma,37363.42
2024-09-01,WM-IND-004,Reliance Digital,37536.6
2024-09-01,WM-IND-004,CompeteX,31353.6
2024-10-01,WM-IND-004,Flipkart,31096.89
2024-10-01,WM-IND-004,Amazon,32409.24
2024-10-01,WM-IND-004,Croma,38577.37
2024-10-01,WM-IND-004,Reliance Digital,37752.18
2024-10-01,WM-IND-004,CompeteX,33262.89
2024-11-01,WM-IND-004,Flipkart,33975.64
2024-11-01,WM-IND-004,Amazon,34988.31
2024-11-01,WM-IND-004,Croma,35038.77
2024-11-01,WM-IND-004,Reliance Digital,37950.06
2024-11-01,WM-IND-004,CompeteX,32390.54
2024-12-01,WM-IND-004,Flipkart,32914.14
2024-12-01,WM-IND-004,Amazon,34274.78
2024-12-01,WM-IND-004,Croma,34411.74
2024-12-01,WM-IND-004,Reliance Digital,34296.79
2024-12-01,WM-IND-004,CompeteX,33949.57
2021-01-01,AC-IND-005,Flipkart,34260.49
2021-01-01,AC-IND-005,Amazon,37788.77
2021-01-01,AC-IND-005,Croma,38545.26
2021-01-01,AC-IND-005,Reliance Digital,38551.05
2021-01-01,AC-IND-005,CompeteX,34595.85
2021-02-01,AC-IND-005,Flipkart,35712.18
2021-02-01,AC-IND-005,Amazon,38405.32
2021-02-01,AC-IND-005,Croma,38820.69
2021-02-01,AC-IND-005,Reliance Digital,39493.27
2021-02-01,AC-IND-005,CompeteX,35592.59
2021-03-01,AC-IND-005,Flipkart,37350.73
2021-03-01,AC-IND-005,Amazon,39563.93
2021-03-01,AC-IND-005,Croma,41137.28
2021-03-01,AC-IND-005,Reliance Digital,37623.48
2021-03-01,AC-IND-005,CompeteX,33225.89
2021-04-01,AC-IND-005,Flipkart,35215.24
2021-04-01,AC-IND-005,Amazon,37745.81
2021-04-01,AC-IND-005,Croma,37513.59
2021-04-01,AC-IND-005,Reliance Digital,39120.67
2021-04-01,AC-IND-005,CompeteX,36235.2
2021-05-01,AC-IND-005,Flipkart,35598.18
2021-05-01,AC-IND-005,Amazon,38681.25
2021-05-01,AC-IND-005,Croma,37807.1
2021-05-01,AC-IND-005,Reliance Digital,36879.73
2021-05-01,AC-IND-005,CompeteX,36933.96
2021-06-01,AC-IND-005,Flipkart,36456.01
2021-06-01,AC-IND-005,Amazon,38242.3
2021-06-01,AC-IND-005,Croma,39553.28
2021-06-01,AC-IND-005,Reliance Digital,37790.86
2021-06-01,AC-IND-005,CompeteX,37417.62
2021-07-01,AC-IND-005,Flipkart,38072.89
2021-07-01,AC-IND-005,Amazon,38275.79
2021-07-01,AC-IND-005,Croma,38687.81
2021-07-01,AC-IND-005,Reliance Digital,39620.03
2021-07-01,AC-IND-005,CompeteX,34980.38
2021-08-01,AC-IND-005,Flipkart,34307.22
2021-08-01,AC-IND-005,Amazon,39460.11
2021-08-01,AC-IND-005,Croma,37967.88
2021-08-01,AC-IND-005,Reliance Digital,41535.26
2021-08-01,AC-IND-005,CompeteX,35432.75
2021-09-01,AC-IND-005,Flipkart,34804.91
2021-09-01,AC-IND-005,Amazon,37462.91
2021-09-01,AC-IND-005,Croma,41884.07
2021-09-01,AC-IND-005,Reliance Digital,40375.44
2021-09-01,AC-IND-005,CompeteX,37350.91
2021-10-01,AC-IND-005,Flipkart,37324.73
2021-10-01,AC-IND-005,Amazon,38262.91
2021-10-01,AC-IND-005,Croma,41757.72
2021-10-01,AC-IND-005,Reliance Digital,37808.23
2021-10-01,AC-IND-005,CompeteX,35663.74
2021-11-01,AC-IND-005,Flipkart,34996.83
2021-11-01,AC-IND-005,Amazon,39834.39
2021-11-01,AC-IND-005,Croma,42262.4
2021-11-01,AC-IND-005,Reliance Digital,36689.75
2021-11-01,AC-IND-005,CompeteX,36813.66
2021-12-01,AC-IND-005,Flipkart,38742.32
2021-12-01,AC-IND-005,Amazon,35540.66
2021-12-01,AC-IND-005,Croma,40261.47
2021-12-01,AC-IND-005,Reliance Digital,41350.4
2021-12-01,AC-IND-005,CompeteX,33240.59
2022-01-01,AC-IND-005,Flipkart,38656.18
2022-01-01,AC-IND-005,Amazon,37246.75
2022-01-01,AC-IND-005,Croma,43422.52
2022-01-01,AC-IND-005,Reliance Digital,42895.41
2022-01-01,AC-IND-005,CompeteX,39226.0
2022-02-01,AC-IND-005,Flipkart,37433.1
2022-02-01,AC-IND-005,Amazon,40341.05
2022-02-01,AC-IND-005,Croma,42984.99
2022-02-01,AC-IND-005,Reliance Digital,39322.94
2022-02-01,AC-IND-005,CompeteX,38593.93
2022-03-01,AC-IND-005,Flipkart,35037.39
2022-03-01,AC-IND-005,Amazon,38884.72
2022-03-01,AC-IND-005,Croma,39617.56
2022-03-01,AC-IND-005,Reliance Digital,38235.06
2022-03-01,AC-IND-005,CompeteX,34473.47
2022-04-01,AC-IND-005,Flipkart,38649.98
2022-04-01,AC-IND-005,Amazon,37479.78
2022-04-01,AC-IND-005,Croma,42328.63
2022-04-01,AC-IND-005,Reliance Digital,37932.53
2022-04-01,AC-IND-005,CompeteX,35779.46
2022-05-01,AC-IND-005,Flipkart,37790.8
2022-05-01,AC-IND-005,Amazon,39950.25
2022-05-01,AC-IND-005,Croma,40103.84
2022-05-01,AC-IND-005,Reliance Digital,41004.03
2022-05-01,AC-IND-005,CompeteX,38906.6
2022-06-01,AC-IND-005,Flipkart,38209.28
2022-06-01,AC-IND-005,Amazon,36893.92
2022-06-01,AC-IND-005,Croma,38490.91
2022-06-01,AC-IND-005,Reliance Digital,42342.19
2022-06-01,AC-IND-005,CompeteX,34168.35
2022-07-01,AC-IND-005,Flipkart,39627.62
2022-07-01,AC-IND-005,Amazon,38515.76
2022-07-01,AC-IND-005,Croma,43502.92
2022-07-01,AC-IND-005,Reliance Digital,41951.41
2022-07-01,AC-IND-005,CompeteX,39520.08
2022-08-01,AC-IND-005,Flipkart,36756.36
2022-08-01,AC-IND-005,Amazon,39821.28
2022-08-01,AC-IND-005,Croma,40559.62
2022-08-01,AC-IND-005,Reliance Digital,40203.93
2022-08-01,AC-IND-005,CompeteX,37490.28
2022-09-01,AC-IND-005,Flipkart,39622.0
2022-09-01,AC-IND-005,Amazon,41009.78
2022-09-01,AC-IND-005,Croma,42567.03
2022-09-01,AC-IND-005,Reliance Digital,39863.59
2022-09-01,AC-IND-005,CompeteX,36360.67
2022-10-01,AC-IND-005,Flipkart,38876.26
2022-10-01,AC-IND-005,Amazon,36925.8
2022-10-01,AC-IND-005,Croma,38962.55
2022-10-01,AC-IND-005,Reliance Digital,39517.59
2022-10-01,AC-IND-005,CompeteX,35625.75
2022-11-01,AC-IND-005,Flipkart,36458.25
2022-11-01,AC-IND-005,Amazon,36897.48
2022-11-01,AC-IND-005,Croma,38587.85
2022-11-01,AC-IND-005,Reliance Digital,37672.34
2022-11-01,AC-IND-005,CompeteX,39464.12
2022-12-01,AC-IND-005,Flipkart,37178.63
2022-12-01,AC-IND-005,Amazon,37723.36
2022-12-01,AC-IND-005,Croma,42081.4
2022-12-01,AC-IND-005,Reliance Digital,38770.34
2022-12-01,AC-IND-005,CompeteX,39257.21
2023-01-01,AC-IND-005,Flipkart,40283.56
2023-01-01,AC-IND-005,Amazon,37159.01
2023-01-01,AC-IND-005,Croma,41829.22
