date,sku,product,brand,price,cost,units_sold,region
2021-11-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43105.02,24960.0,867,India
2021-12-01,AC-IND-005,Air Conditioner 1.5T,Daikin,38225.61,24960.0,602,India
2022-01-01,AC-IND-005,Air Conditioner 1.5T,Daikin,41913.55,25440.0,657,India
2022-02-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43685.37,25440.0,682,India
2022-03-01,AC-IND-005,Air Conditioner 1.5T,Daikin,39442.62,25440.0,749,India
2022-04-01,AC-IND-005,Air Conditioner 1.5T,Daikin,39190.98,25440.0,778,India
2022-05-01,AC-IND-005,Air Conditioner 1.5T,Daikin,42514.8,25440.0,983,India
2022-06-01,AC-IND-005,Air Conditioner 1.5T,Daikin,41572.86,25440.0,852,India
2022-07-01,AC-IND-005,Air Conditioner 1.5T,Daikin,40707.21,25440.0,866,India
2022-08-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43518.17,25440.0,719,India
2022-09-01,AC-IND-005,Air Conditioner 1.5T,Daikin,41172.67,25440.0,588,India
2022-10-01,AC-IND-005,Air Conditioner 1.5T,Daikin,40103.69,25440.0,750,India
2022-11-01,AC-IND-005,Air Conditioner 1.5T,Daikin,39645.32,25440.0,894,India
2022-12-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44068.06,25440.0,761,India
2023-01-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45327.91,25920.0,737,India
2023-02-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43406.01,25920.0,601,India
2023-03-01,AC-IND-005,Air Conditioner 1.5T,Daikin,40103.59,25920.0,680,India
2023-04-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44562.19,25920.0,928,India
2023-05-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45242.25,25920.0,1058,India
2023-06-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44525.23,25920.0,1101,India
2023-07-01,AC-IND-005,Air Conditioner 1.5T,Daikin,40847.31,25920.0,825,India
2023-08-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44221.18,25920.0,727,India
2023-09-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44347.24,25920.0,747,India
2023-10-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45125.62,25920.0,829,India
2023-11-01,AC-IND-005,Air Conditioner 1.5T,Daikin,39908.56,25920.0,1021,India
2023-12-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44919.2,25920.0,680,India
2024-01-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45778.69,26400.0,713,India
2024-02-01,AC-IND-005,Air Conditioner 1.5T,Daikin,41252.22,26400.0,710,India
2024-03-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45238.5,26400.0,862,India
2024-04-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44686.9,26400.0,830,India
2024-05-01,AC-IND-005,Air Conditioner 1.5T,Daikin,41964.58,26400.0,1097,India
2024-06-01,AC-IND-005,Air Conditioner 1.5T,Daikin,42621.11,26400.0,1130,India
2024-07-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43434.34,26400.0,774,India
2024-08-01,AC-IND-005,Air Conditioner 1.5T,Daikin,46827.41,26400.0,921,India
2024-09-01,AC-IND-005,Air Conditioner 1.5T,Daikin,43741.17,26400.0,800,India
2024-10-01,AC-IND-005,Air Conditioner 1.5T,Daikin,44479.29,26400.0,826,India
2024-11-01,AC-IND-005,Air Conditioner 1.5T,Daikin,45074.98,26400.0,1002,India
2024-12-01,AC-IND-005,Air Conditioner 1.5T,Daikin,46654.12,26400.0,790,India
2019-01-01,HP-IND-006,Headphones Pro,Sony,12146.47,6500.0,716,India
2019-02-01,HP-IND-006,Headphones Pro,Sony,12204.89,6500.0,749,India
2019-03-01,HP-IND-006,Headphones Pro,Sony,12833.98,6500.0,867,India
2019-04-01,HP-IND-006,Headphones Pro,Sony,12817.09,6500.0,783,India
2019-05-01,HP-IND-006,Headphones Pro,Sony,12930.9,6500.0,796,India
2019-06-01,HP-IND-006,Headphones Pro,Sony,12650.68,6500.0,768,India
2019-07-01,HP-IND-006,Headphones Pro,Sony,12175.25,6500.0,828,India
2019-08-01,HP-IND-006,Headphones Pro,Sony,11806.09,6500.0,949,India
2019-09-01,HP-IND-006,Headphones Pro,Sony,12581.48,6500.0,909,India
2019-10-01,HP-IND-006,Headphones Pro,Sony,11048.89,6500.0,982,India
2019-11-01,HP-IND-006,Headphones Pro,Sony,12071.8,6500.0,1192,India
2019-12-01,HP-IND-006,Headphones Pro,Sony,12806.12,6500.0,967,India
2020-01-01,HP-IND-006,Headphones Pro,Sony,12829.68,6630.0,734,India
2020-02-01,HP-IND-006,Headphones Pro,Sony,12265.51,6630.0,692,India
2020-03-01,HP-IND-006,Headphones Pro,Sony,11649.76,6630.0,806,India
2020-04-01,HP-IND-006,Headphones Pro,Sony,11720.02,6630.0,768,India
2020-05-01,HP-IND-006,Headphones Pro,Sony,13180.4,6630.0,725,India
2020-06-01,HP-IND-006,Headphones Pro,Sony,12087.87,6630.0,826,India
2020-07-01,HP-IND-006,Headphones Pro,Sony,11397.1,6630.0,1011,India
2020-08-01,HP-IND-006,Headphones Pro,Sony,12683.41,6630.0,1016,India
2020-09-01,HP-IND-006,Headphones Pro,Sony,11539.99,6630.0,963,India
2020-10-01,HP-IND-006,Headphones Pro,Sony,13342.62,6630.0,989,India
2020-11-01,HP-IND-006,Headphones Pro,Sony,11503.85,6630.0,1671,India
2020-12-01,HP-IND-006,Headphones Pro,Sony,12854.32,6630.0,1196,India
2021-01-01,HP-IND-006,Headphones Pro,Sony,12119.9,6760.0,885,India
2021-02-01,HP-IND-006,Headphones Pro,Sony,12090.49,6760.0,813,India
2021-03-01,HP-IND-006,Headphones Pro,Sony,12851.96,6760.0,874,India
2021-04-01,HP-IND-006,Headphones Pro,Sony,11836.13,6760.0,890,India
2021-05-01,HP-IND-006,Headphones Pro,Sony,12769.64,6760.0,964,India
2021-06-01,HP-IND-006,Headphones Pro,Sony,12599.44,6760.0,989,India
2021-07-01,HP-IND-006,Headphones Pro,Sony,12018.34,6760.0,1031,India
2021-08-01,HP-IND-006,Headphones Pro,Sony,12072.66,6760.0,828,India
2021-09-01,HP-IND-006,Headphones Pro,Sony,13013.07,6760.0,929,India
2021-10-01,HP-IND-006,Headphones Pro,Sony,12534.26,6760.0,1083,India
2021-11-01,HP-IND-006,Headphones Pro,Sony,11757.55,6760.0,1584,India
2021-12-01,HP-IND-006,Headphones Pro,Sony,12154.16,6760.0,1395,India
2022-01-01,HP-IND-006,Headphones Pro,Sony,12074.85,6890.0,979,India
2022-02-01,HP-IND-006,Headphones Pro,Sony,12251.48,6890.0,794,India
2022-03-01,HP-IND-006,Headphones Pro,Sony,13399.67,6890.0,891,India
2022-04-01,HP-IND-006,Headphones Pro,Sony,12532.07,6890.0,1026,India
2022-05-01,HP-IND-006,Headphones Pro,Sony,13545.16,6890.0,1024,India
2022-06-01,HP-IND-006,Headphones Pro,Sony,13824.4,6890.0,909,India
2022-07-01,HP-IND-006,Headphones Pro,Sony,13431.77,6890.0,965,India
2022-08-01,HP-IND-006,Headphones Pro,Sony,12462.59,6890.0,1150,India
2022-09-01,HP-IND-006,Headphones Pro,Sony,12060.81,6890.0,1163,India
2022-10-01,HP-IND-006,Headphones Pro,Sony,12212.55,6890.0,1194,India
2022-11-01,HP-IND-006,Headphones Pro,Sony,12915.56,6890.0,1603,India
2022-12-01,HP-IND-006,Headphones Pro,Sony,13901.78,6890.0,1208,India
2023-01-01,HP-IND-006,Headphones Pro,Sony,12922.66,7020.0,938,India
2023-02-01,HP-IND-006,Headphones Pro,Sony,13181.29,7020.0,1001,India
2023-03-01,HP-IND-006,Headphones Pro,Sony,13706.97,7020.0,861,India
2023-04-01,HP-IND-006,Headphones Pro,Sony,13245.2,7020.0,1094,India
2023-05-01,HP-IND-006,Headphones Pro,Sony,12998.02,7020.0,920,India
2023-06-01,HP-IND-006,Headphones Pro,Sony,14404.35,7020.0,1125,India
2023-07-01,HP-IND-006,Headphones Pro,Sony,14232.35,7020.0,1005,India
2023-08-01,HP-IND-006,Headphones Pro,Sony,13412.97,7020.0,1147,India
2023-09-01,HP-IND-006,Headphones Pro,Sony,13279.18,7020.0,1184,India
2023-10-01,HP-IND-006,Headphones Pro,Sony,12413.12,7020.0,1309,India
2023-11-01,HP-IND-006,Headphones Pro,Sony,13727.03,7020.0,1691,India
2023-12-01,HP-IND-006,Headphones Pro,Sony,12919.36,7020.0,1224,India
2024-01-01,HP-IND-006,Headphones Pro,Sony,14869.56,7150.0,1046,India
2024-02-01,HP-IND-006,Headphones Pro,Sony,13856.72,7150.0,959,India
2024-03-01,HP-IND-006,Headphones Pro,Sony,12736.61,7150.0,992,India
2024-04-01,HP-IND-006,Headphones Pro,Sony,14714.77,7150.0,1032,India
2024-05-01,HP-IND-006,Headphones Pro,Sony,13301.11,7150.0,1182,India
2024-06-01,HP-IND-006,Headphones Pro,Sony,13919.63,7150.0,962,India
2024-07-01,HP-IND-006,Headphones Pro,Sony,13151.78,7150.0,1199,India
2024-08-01,HP-IND-006,Headphones Pro,Sony,12720.28,7150.0,1216,India
2024-09-01,HP-IND-006,Headphones Pro,Sony,14021.94,7150.0,1261,India
2024-10-01,HP-IND-006,Headphones Pro,Sony,14164.4,7150.0,1470,India
2024-11-01,HP-IND-006,Headphones Pro,Sony,13841.77,7150.0,1482,India
2024-12-01,HP-IND-006,Headphones Pro,Sony,12799.7,7150.0,1340,India
2019-01-01,TB-IND-007,"Tablet 10""",Xiaomi,16798.46,11000.0,312,India
2019-02-01,TB-IND-007,"Tablet 10""",Xiaomi,18297.08,11000.0,255,India
2019-03-01,TB-IND-007,"Tablet 10""",Xiaomi,17391.44,11000.0,272,India
2019-04-01,TB-IND-007,"Tablet 10""",Xiaomi,17584.34,11000.0,268,India
2019-05-01,TB-IND-007,"Tablet 10""",Xiaomi,18191.25,11000.0,307,India
2019-06-01,TB-IND-007,"Tablet 10""",Xiaomi,17931.03,11000.0,280,India
2019-07-01,TB-IND-007,"Tablet 10""",Xiaomi,18669.81,11000.0,285,India
2019-08-01,TB-IND-007,"Tablet 10""",Xiaomi,17179.03,11000.0,310,India
2019-09-01,TB-IND-007,"Tablet 10""",Xiaomi,17989.53,11000.0,307,India
2019-10-01,TB-IND-007,"Tablet 10""",Xiaomi,18278.91,11000.0,342,India
2019-11-01,TB-IND-007,"Tablet 10""",Xiaomi,16867.0,11000.0,438,India
2019-12-01,TB-IND-007,"Tablet 10""",Xiaomi,16776.4,11000.0,292,India
2020-01-01,TB-IND-007,"Tablet 10""",Xiaomi,19098.88,11220.0,320,India
2020-02-01,TB-IND-007,"Tablet 10""",Xiaomi,18346.67,11220.0,330,India
2020-03-01,TB-IND-007,"Tablet 10""",Xiaomi,19428.19,11220.0,324,India
2020-04-01,TB-IND-007,"Tablet 10""",Xiaomi,19117.55,11220.0,309,India
2020-05-01,TB-IND-007,"Tablet 10""",Xiaomi,18127.59,11220.0,374,India
2020-06-01,TB-IND-007,"Tablet 10""",Xiaomi,17328.47,11220.0,241,India
2020-07-01,TB-IND-007,"Tablet 10""",Xiaomi,17605.98,11220.0,292,India
2020-08-01,TB-IND-007,"Tablet 10""",Xiaomi,18664.29,11220.0,343,India
2020-09-01,TB-IND-007,"Tablet 10""",Xiaomi,19449.38,11220.0,355,India
2020-10-01,TB-IND-007,"Tablet 10""",Xiaomi,19011.01,11220.0,379,India
2020-11-01,TB-IND-007,"Tablet 10""",Xiaomi,17797.42,11220.0,457,India
2020-12-01,TB-IND-007,"Tablet 10""",Xiaomi,18508.63,11220.0,343,India
2021-01-01,TB-IND-007,"Tablet 10""",Xiaomi,18104.86,11440.0,353,India
2021-02-01,TB-IND-007,"Tablet 10""",Xiaomi,19287.42,11440.0,313,India
2021-03-01,TB-IND-007,"Tablet 10""",Xiaomi,20375.6,11440.0,298,India
2021-04-01,TB-IND-007,"Tablet 10""",Xiaomi,20518.05,11440.0,373,India
2021-05-01,TB-IND-007,"Tablet 10""",Xiaomi,20185.24,11440.0,378,India
2021-06-01,TB-IND-007,"Tablet 10""",Xiaomi,20131.84,11440.0,310,India
2021-07-01,TB-IND-007,"Tablet 10""",Xiaomi,17666.58,11440.0,336,India
2021-08-01,TB-IND-007,"Tablet 10""",Xiaomi,19373.89,11440.0,333,India
2021-09-01,TB-IND-007,"Tablet 10""",Xiaomi,17788.52,11440.0,353,India
2021-10-01,TB-IND-007,"Tablet 10""",Xiaomi,19679.23,11440.0,375,India
2021-11-01,TB-IND-007,"Tablet 10""",Xiaomi,17753.12,11440.0,502,India
2021-12-01,TB-IND-007,"Tablet 10""",Xiaomi,18516.12,11440.0,326,India
2022-01-01,TB-IND-007,"Tablet 10""",Xiaomi,19051.03,11660.0,405,India
2022-02-01,TB-IND-007,"Tablet 10""",Xiaomi,20015.2,11660.0,332,India
2022-03-01,TB-IND-007,"Tablet 10""",Xiaomi,18781.71,11660.0,353,India
2022-04-01,TB-IND-007,"Tablet 10""",Xiaomi,18127.0,11660.0,391,India
2022-05-01,TB-IND-007,"Tablet 10""",Xiaomi,20998.32,11660.0,405,India
2022-06-01,TB-IND-007,"Tablet 10""",Xiaomi,20557.94,11660.0,339,India
2022-07-01,TB-IND-007,"Tablet 10""",Xiaomi,19556.83,11660.0,317,India
2022-08-01,TB-IND-007,"Tablet 10""",Xiaomi,20020.27,11660.0,410,India
2022-09-01,TB-IND-007,"Tablet 10""",Xiaomi,19373.12,11660.0,374,India
2022-10-01,TB-IND-007,"Tablet 10""",Xiaomi,20365.82,11660.0,455,India
2022-11-01,TB-IND-007,"Tablet 10""",Xiaomi,19163.63,11660.0,467,India
2022-12-01,TB-IND-007,"Tablet 10""",Xiaomi,18952.1,11660.0,364,India
2023-01-01,TB-IND-007,"Tablet 10""",Xiaomi,18682.98,11880.0,353,India
2023-02-01,TB-IND-007,"Tablet 10""",Xiaomi,18604.85,11880.0,325,India
2023-03-01,TB-IND-007,"Tablet 10""",Xiaomi,19786.88,11880.0,365,India
2023-04-01,TB-IND-007,"Tablet 10""",Xiaomi,20739.47,11880.0,393,India
2023-05-01,TB-IND-007,"Tablet 10""",Xiaomi,21594.53,11880.0,459,India
2023-06-01,TB-IND-007,"Tablet 10""",Xiaomi,20054.85,11880.0,324,India
2023-07-01,TB-IND-007,"Tablet 10""",Xiaomi,21744.31,11880.0,318,India
2023-08-01,TB-IND-007,"Tablet 10""",Xiaomi,19294.48,11880.0,402,India
2023-09-01,TB-IND-007,"Tablet 10""",Xiaomi,20507.52,11880.0,416,India
2023-10-01,TB-IND-007,"Tablet 10""",Xiaomi,20200.93,11880.0,448,India
2023-11-01,TB-IND-007,"Tablet 10""",Xiaomi,19258.4,11880.0,484,India
2023-12-01,TB-IND-007,"Tablet 10""",Xiaomi,19148.58,11880.0,377,India
2024-01-01,TB-IND-007,"Tablet 10""",Xiaomi,19235.57,12100.0,384,India
2024-02-01,TB-IND-007,"Tablet 10""",Xiaomi,22253.67,12100.0,400,India
2024-03-01,TB-IND-007,"Tablet 10""",Xiaomi,21349.22,12100.0,430,India
2024-04-01,TB-IND-007,"Tablet 10""",Xiaomi,19553.7,12100.0,389,India
2024-05-01,TB-IND-007,"Tablet 10""",Xiaomi,19785.28,12100.0,429,India
2024-06-01,TB-IND-007,"Tablet 10""",Xiaomi,20822.46,12100.0,365,India
2024-07-01,TB-IND-007,"Tablet 10""",Xiaomi,19347.0,12100.0,415,India
2024-08-01,TB-IND-007,"Tablet 10""",Xiaomi,21950.15,12100.0,470,India
2024-09-01,TB-IND-007,"Tablet 10""",Xiaomi,21987.53,12100.0,411,India
2024-10-01,TB-IND-007,"Tablet 10""",Xiaomi,22209.12,12100.0,440,India
2024-11-01,TB-IND-007,"Tablet 10""",Xiaomi,21214.16,12100.0,550,India
2024-12-01,TB-IND-007,"Tablet 10""",Xiaomi,20868.44,12100.0,426,India
2019-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,27429.64,17500.0,532,India
2019-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,26923.7,17500.0,535,India
2019-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,26123.09,17500.0,602,India
2019-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,26746.42,17500.0,761,India
2019-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,29573.41,17500.0,756,India
2019-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,27978.26,17500.0,743,India
2019-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,29454.57,17500.0,807,India
2019-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,27318.19,17500.0,586,India
2019-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,26956.29,17500.0,615,India
2019-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,29696.26,17500.0,777,India
2019-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,29570.61,17500.0,776,India
2019-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,29645.48,17500.0,607,India
2020-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,29751.21,17850.0,615,India
2020-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,29671.24,17850.0,636,India
2020-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,27264.67,17850.0,716,India
2020-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,30597.49,17850.0,749,India
2020-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,28079.17,17850.0,832,India
2020-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,29963.64,17850.0,790,India
2020-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,30372.6,17850.0,739,India
2020-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,28874.46,17850.0,634,India
2020-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,29448.24,17850.0,633,India
2020-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,27731.64,17850.0,726,India
2020-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,30131.32,17850.0,832,India
2020-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,27026.45,17850.0,698,India
2021-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,31878.66,18200.0,627,India
2021-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,28929.08,18200.0,733,India
2021-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,27792.4,18200.0,721,India
2021-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,31756.31,18200.0,769,India
2021-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,28734.82,18200.0,866,India
2021-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,30668.57,18200.0,844,India
2021-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,28948.13,18200.0,772,India
2021-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,30254.2,18200.0,657,India
2021-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,30906.44,18200.0,633,India
2021-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,27422.36,18200.0,793,India
2021-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,30550.43,18200.0,947,India
2021-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,29423.1,18200.0,630,India
2022-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,28877.41,18550.0,577,India
2022-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,31959.61,18550.0,569,India
2022-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,28480.68,18550.0,669,India
2022-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,31401.41,18550.0,850,India
2022-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,32721.66,18550.0,855,India
2022-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,28816.05,18550.0,943,India
2022-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,30128.01,18550.0,852,India
2022-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,31196.45,18550.0,732,India
2022-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,32883.36,18550.0,617,India
2022-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,30077.26,18550.0,771,India
2022-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,29119.03,18550.0,875,India
2022-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,28230.43,18550.0,690,India
2023-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,33188.2,18900.0,621,India
2023-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,31225.58,18900.0,815,India
2023-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,32719.38,18900.0,792,India
2023-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,33089.98,18900.0,881,India
2023-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,29509.73,18900.0,1059,India
2023-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,29014.4,18900.0,1031,India
2023-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,32847.91,18900.0,870,India
2023-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,31267.29,18900.0,824,India
2023-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,29857.35,18900.0,703,India
2023-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,31317.82,18900.0,986,India
2023-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,30200.9,18900.0,952,India
2023-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,32853.03,18900.0,670,India
2024-01-01,RF-IND-008,Refrigerator 300L,Whirlpool,29683.87,19250.0,702,India
2024-02-01,RF-IND-008,Refrigerator 300L,Whirlpool,29997.25,19250.0,654,India
2024-03-01,RF-IND-008,Refrigerator 300L,Whirlpool,32715.31,19250.0,784,India
2024-04-01,RF-IND-008,Refrigerator 300L,Whirlpool,31126.65,19250.0,723,India
2024-05-01,RF-IND-008,Refrigerator 300L,Whirlpool,33641.79,19250.0,1129,India
2024-06-01,RF-IND-008,Refrigerator 300L,Whirlpool,29828.12,19250.0,1016,India
2024-07-01,RF-IND-008,Refrigerator 300L,Whirlpool,30871.02,19250.0,833,India
2024-08-01,RF-IND-008,Refrigerator 300L,Whirlpool,34707.29,19250.0,819,India
2024-09-01,RF-IND-008,Refrigerator 300L,Whirlpool,32808.74,19250.0,782,India
2024-10-01,RF-IND-008,Refrigerator 300L,Whirlpool,33243.1,19250.0,824,India
2024-11-01,RF-IND-008,Refrigerator 300L,Whirlpool,31305.93,19250.0,976,India
2024-12-01,RF-IND-008,Refrigerator 300L,Whirlpool,32291.25,19250.0,748,India
