text,source,rating,title,url,sentiment_label,sentiment_confidence,sentiment_unified_expected,emotion_labels,ensemble_label,ensemble_confidence,ensemble_unified_expected,ensemble_all_scores,sarcasm_label,sarcasm_confidence,sarcastic,aspects_found
"Maggs, 27 Feb 2026The February security update removes the feature wipe cache partition. I got it on my s25 ultr...moreThere is a February 5, 2026, security patch available now, but I'm hesitant to download and install it.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.8472838997840881,0.003568384159672877,neutral,neutral,0.5744749447051314,-0.17079985846637996,"{'very negative': 0.1372979560490934, 'negative': 0.1918924104252913, 'neutral': 0.5744749447051314, 'positive': 0.06778077205025007, 'very positive': 0.028553916770234045}",non_irony,0.9210528135299683,False,software
The last proper flagship designed phone from Samsung!!,gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.6243497133255005,0.6633919973615172,neutral,very positive,0.5254848017407819,0.6186510511059455,"{'very negative': 0.04890691689882127, 'negative': 0.039377062958239936, 'neutral': 0.06270782291594715, 'positive': 0.3235233954862097, 'very positive': 0.5254848017407819}",irony,0.8926175236701965,True,"performance,design"
"Maria, 03 Mar 2026Thanks for the heads-up.
I'm just a regular user, and I'm happy with One UI 8. With...moreI can NOT resize or dismiss the notification choices, just like One UI 8.5.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.42386096715927124,0.25605641213816216,gratitude,neutral,0.32693387923273143,0.06832221424241654,"{'very negative': 0.11400813532738809, 'negative': 0.14927039356799304, 'neutral': 0.32693387923273143, 'positive': 0.3056440910361725, 'very positive': 0.10414350083571489}",non_irony,0.8527840375900269,False,software
"Dream-buddy, 02 Mar 2026If you don't about Root access or custom Rom and flashing it don't play with your de...moreThanks for the heads-up.I'm just a regular user, and I'm happy with One UI 8. With One UI 8, I feel like my battery lasts longer than with One UI 6.1, but that's just how I feel. I can't find the Now Bar feature, and I can resize/dismiss the notification choices.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,very negative,0.05228066071867943,-0.13392701868158569,"gratitude,joy",negative,0.5445919868918991,-0.20956398422549782,"{'very negative': 0.09227588414924334, 'negative': 0.5445919868918991, 'neutral': 0.1434538192347398, 'positive': 0.12934083270884522, 'very positive': 0.09033747701527248}",non_irony,0.9579933285713196,False,"battery,software"
"Samsung S24 Ultra the last true ''Note'' device from Samsung2 years in still going strong, battery has taken a hit though but who cares just charge it multiple times a day.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.22671180963516235,0.13466757544624133,neutral,negative,0.2967559254528229,0.22089334157199114,"{'very negative': 0.018480839186127765, 'negative': 0.2967559254528229, 'neutral': 0.15723953354489936, 'positive': 0.27954311666323917, 'very positive': 0.24798058515291077}",non_irony,0.9526330828666687,False,battery
"GroovyStarlight, 02 Mar 2026I'm in also. I🩷 so love my S24 Ultra, now more than ever. And yes, I do use my S Pen to t...moreI also use this on my S22 Ultra for taking photos because it's damn handy. Using the S-pen as a remote is brilliant.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.6119822263717651,0.6096337648433062,"love,admiration",very positive,0.5779473154622378,0.7455013321239042,"{'very negative': 0.01014551127008801, 'negative': 0.01611375455475789, 'neutral': 0.024280608294649467, 'positive': 0.37151281041826684, 'very positive': 0.5779473154622378}",non_irony,0.9300945401191711,False,"camera,software,cooling"
"CamoGeko-XDA, 01 Mar 2026Guys we need to get this amazing phone to 2k upvotes!! It's still the best Ultra phone fr...moreI'm in also. I🩷 so love my S24 Ultra, now more than ever. And yes, I do use my S Pen to take pictures that's why.",gsmarena_opinion,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.872426450252533,0.7220087869484835,"love,admiration",very positive,0.6310799356022593,0.7757791937026343,"{'very negative': 0.009518677176604678, 'negative': 0.013057575607874641, 'neutral': 0.02485036545142734, 'positive': 0.32149344616183406, 'very positive': 0.6310799356022593}",non_irony,0.9638410210609436,False,camera
Pros and cons:Powerful Hardware⋅Improved cameras⋅Slow Charging speed as compared to the competition⋅View full list,smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.8895858526229858,0.03520159702847736,neutral,neutral,0.48390851100392984,0.3693058287531657,"{'very negative': 0.011658735616384685, 'negative': 0.016904739912878514, 'neutral': 0.48390851100392984, 'positive': 0.19622215828163453, 'very positive': 0.2913058551851724}",non_irony,0.8966443538665771,False,"battery,camera,performance,software"
"The tech giant unleashed its AI-powered Galaxy S24 series on January 17th. This Lineup, encompassing the S24 Ultra, S24 Plus, and standard S24, prioritizes AI advancements to simplify life, alongside notable hardware upgrades.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.918056309223175,0.02198986631007691,neutral,neutral,0.4836055900186105,0.361946207210482,"{'very negative': 0.020948216136019267, 'negative': 0.02438961196712204, 'neutral': 0.4836055900186105, 'positive': 0.15193470509637186, 'very positive': 0.31912187678187637}",non_irony,0.7333320379257202,False,"battery,sound"
"Initially, I was skeptical of phone-based AI, having witnessed Google’s Pixel 8 (2023) which heavily relies on cloud processing. However, the Galaxy S24 Ultra, Samsung’s phone emphasizing on-device AI, impressed us with its largely offline AI capabilities, prompting us to reconsider our stance. But is it truly the perfect phone? Let’s delve deeper into this comprehensive Samsung Galaxy S24 Ultra review.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,positive,0.4104669392108917,0.5117689446341542,"confusion,curiosity",positive,0.38773626885980494,0.48744890975910427,"{'very negative': 0.02234747326774944, 'negative': 0.06329562324312915, 'neutral': 0.17904457441080057, 'positive': 0.38773626885980494, 'very positive': 0.34757606021851584}",non_irony,0.9674839377403259,False,sound
Samsung Galaxy S24 comes in two storage configurations in India-,smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.9186350703239441,0.007316162566204823,neutral,neutral,0.5582592166883156,0.16145297768134376,"{'very negative': 0.05171062277083496, 'negative': 0.06598945522981754, 'neutral': 0.5582592166883156, 'positive': 0.15576475448788885, 'very positive': 0.16827595082314306}",non_irony,0.7893175482749939,False,general
"It is available in Amber Yellow, Cobalt Violet, and Onyx Black shades.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.8993919491767883,0.01345984037152558,neutral,neutral,0.5676970436327933,0.22174360339258156,"{'very negative': 0.025493203870277138, 'negative': 0.03560555957226259, 'neutral': 0.5676970436327933, 'positive': 0.21232921175135405, 'very positive': 0.15887498117331297}",non_irony,0.953391969203949,False,general
"For the past couple of years, Samsung’s S-series flagships have adhered to a consistent design philosophy. While the new S24 Ultra might initially resemble its predecessors, the Galaxy S23 Ultra and S22 Ultra, Samsung has implemented some meaningful upgrades that grant it a distinct identity.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.6666872501373291,0.07024294929341797,neutral,positive,0.37981328867262876,0.31894596597269803,"{'very negative': 0.021783075122912894, 'negative': 0.04802699487961806, 'neutral': 0.3755407471257347, 'positive': 0.37981328867262876, 'very positive': 0.17483589419910558}",non_irony,0.8378188014030457,False,"performance,software,design"
"Breaking away from tradition, the S24 Ultra features a flat display with slim bezels and subtly curved edges that seamlessly blend into the metallic side rails. This marks the first time since 2015 that a Samsung S flagship doesn’t boast a curved screen.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.9005354046821594,0.023099910844891224,neutral,neutral,0.4840721834427374,-0.18036575983897396,"{'very negative': 0.21105930090413125, 'negative': 0.162373332239736, 'neutral': 0.4840721834427374, 'positive': 0.061229952456740205, 'very positive': 0.08126523095665517}",non_irony,0.6173464059829712,False,"display,performance,build_quality"
"Samsung has now upgraded the build material from aluminum to aircraft-grade titanium, resulting in improved rigidity and superior scratch resistance. The flatter screen with subtly tapered edges and a sleek titanium frame contributes to a comfortable in-hand feel. While the S24 Ultra remains a large phone overall, it’s actually 2 grams lighter, 1mm wider, and 0.3mm thinner than its predecessor. If you prefer a more compact option, the Samsung Galaxy S24+ or S24 might be better suited to your needs.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.8259879350662231,0.029687465680999097,"neutral,approval",neutral,0.44449240750160957,0.33901523758807794,"{'very negative': 0.01722434080242362, 'negative': 0.022436283639057662, 'neutral': 0.44449240750160957, 'positive': 0.29677849569375764, 'very positive': 0.21906847236315158}",non_irony,0.9522882103919983,False,"display,performance,sound,build_quality,software,design"
"Another significant upgrade this year is the screen protection. The Galaxy S24 Ultra features Corning’s latest Gorilla Glass Armor, which is claimed to be the toughest among its competitors in terms of strength and surpasses its rivals with its reduced reflectivity.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.5895095467567444,0.15401379746873528,neutral,very positive,0.330195508135497,0.46578930505862337,"{'very negative': 0.01631821627653458, 'negative': 0.020572078743598617, 'neutral': 0.3085180917014492, 'positive': 0.3243961051429206, 'very positive': 0.330195508135497}",non_irony,0.7334005236625671,False,display
"The familiar physical power key and volume rocker remain on the right edge. While the placement of the speaker grilles and primary microphone has been altered at the bottom edge compared to the previous generation, the phone retains its iconic S Pen slot, tucked away neatly in the bottom left corner. We’ll delve deeper into the design and functionality changes later in the review.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.8559518456459045,0.013444502960937505,neutral,neutral,0.598783940310487,0.11798543679991921,"{'very negative': 0.019643068905553104, 'negative': 0.08023883727480022, 'neutral': 0.598783940310487, 'positive': 0.24717245833257448, 'very positive': 0.05416169517658518}",non_irony,0.9408484697341919,False,"battery,sound,design"
"One particularly notable feature is the well-positioned Ultrasonic fingerprint sensor. Unlike some competitors, this sensor is placed in a natural and comfortable location, eliminating the need for awkward thumb contortions. The sensor itself is both fast and accurate, providing a seamless unlocking experience.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,positive,0.5140079855918884,0.26919990859071946,"approval,neutral",positive,0.4077398274400811,0.5463888534808208,"{'very negative': 0.016714002026569197, 'negative': 0.023603873079271722, 'neutral': 0.18090741912709263, 'positive': 0.4077398274400811, 'very positive': 0.37103487832698534}",non_irony,0.6844425797462463,False,"performance,software"
"Following the tradition of previous Samsung flagships, the Galaxy S24 Ultra boasts an IP68 rating for dust and water resistance. This means it can withstand being submerged in up to 1.5 meters of water for 30 minutes. However, as with most smartphones, accidental water damage is typically not covered under warranty. It’s always best to exercise caution and avoid exposing your phone to unnecessary risks.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.9267129302024841,0.0060083330213097025,caring,neutral,0.6133711504357772,0.15210617677978755,"{'very negative': 0.01399812879587237, 'negative': 0.047426380150446965, 'neutral': 0.6133711504357772, 'positive': 0.27077368993404016, 'very positive': 0.05443065068386331}",non_irony,0.9343945384025574,False,"performance,sound,service,software"
"Samsung has championed the space once again. That’s right, the Samsung Galaxy S24 Ultra boasts off a Dynamic AMOLED LTPO display which is right at the top in most parameters. It’s a 6.8-inch panel offering 1440x3120p pixels resolution in a 19.5:9 aspect ratio.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.9204558730125427,0.010253505909099958,"approval,neutral",neutral,0.47374365426706677,0.40874255665917364,"{'very negative': 0.012641153159120738, 'negative': 0.014351218063711318, 'neutral': 0.47374365426706677, 'positive': 0.14140931131990223, 'very positive': 0.35785466319019893}",non_irony,0.5074151754379272,False,"display,performance,software"
"While the Samsung Galaxy S24 Ultra boasts a peak brightness of 2600 nits, which falls short of the OnePlus 12’s claimed 4500 nits, our real-world testing revealed the Galaxy S24 Ultra outperformed the OnePlus 12 in terms of brightness in most lighting conditions, both indoors and outdoors. This suggests factors beyond peak brightness specifications can impact a display’s perceived brightness in everyday use.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,neutral,0.9086834788322449,0.012020228622663708,neutral,neutral,0.6294640156279195,0.013826444317703211,"{'very negative': 0.0406325855783435, 'negative': 0.13532946806471696, 'neutral': 0.6294640156279195, 'positive': 0.14490033360122984, 'very positive': 0.04967359712779027}",non_irony,0.9347230792045593,False,"display,software"
"The display also shines in delivering great dynamic range and sharpness. If you consume a lot of content on your handheld device you will really enjoy this screen. Whether you are streaming regular SDR content or HDR 10+ content on OTT apps like Netflix or Prime Videos, the content will appeal to your eyes. Sadly, Samsung continues with its stand against Dolby Vision you can not enjoy that Dolby Vision on this screen.",smartprix_review,,,https://www.smartprix.com/bytes/samsung-galaxy-s24-ultra-review-a-powerful-and-feature-rich-android-flagship/,positive,0.9182649254798889,0.47249531358776287,sadness,positive,0.67661256389725,0.41791439798608926,"{'very negative': 0.01792241667837245, 'negative': 0.057997660608116924, 'neutral': 0.1209379957963655, 'positive': 0.67661256389725, 'very positive': 0.12652936301989517}",non_irony,0.9379663467407227,False,"display,software"
"Verdict TheSamsungGalaxyS24Ultra`s AI features take centre stage, and some of them are quite useful as well. Leave those out, and you`re left with a premium smartphone that comes across as an incremental upgrade but delivers in all aspects — performance, battery life, cameras & more.",91mobiles_review,,,https://www.91mobiles.com/samsung-galaxy-s24-ultra-price-in-india,positive,0.8685186505317688,0.4442264987524104,"neutral,approval",positive,0.6076458673506154,0.34823571430420097,"{'very negative': 0.0327172095419236, 'negative': 0.08017918611524094, 'neutral': 0.1622381537637828, 'positive': 0.6076458673506154, 'very positive': 0.11721958322843734}",non_irony,0.9441638588905334,False,"battery,camera,performance,sound,build_quality,software"
"The Samsung Galaxy S24 Ultra`s AI features take centre stage, and some of them are quite useful as well. Leave those out, and you`re left with a premium smartphone that comes across as an incremental upgrade but delivers in all aspects — performance, battery life, cameras & more. The S Pen & other productivity features make it a powerhouse that should be apt for professionals, creative folks, & power users in general. As long as they can digest the pricing.",91mobiles_review,,,https://www.91mobiles.com/samsung-galaxy-s24-ultra-price-in-india,positive,0.7760014533996582,0.3959202211497808,"neutral,approval",positive,0.6312697281814359,0.4751375634308468,"{'very negative': 0.012160221723654765, 'negative': 0.0317575318458389, 'neutral': 0.13727083126236733, 'positive': 0.6312697281814359, 'very positive': 0.18754168698670304}",non_irony,0.9608631134033203,False,"battery,camera,performance,sound,build_quality,software"
"Jan 18, 2024 ·SamsungGalaxyS24Ultravs Samsung Galaxy S25Ultracomparison based on specs and price. You can also compare performance andreviewsonline to decide which device is best to buy.Jan 18, 2024 ·SamsungGalaxyS24Ultravs Samsung Galaxy S24 Plus 5G comparison based on specs and price. You can also compare performance andreviewsonline to decide which device is best to buy.Jan 18, 2024 ·SamsungGalaxyS24Ultravs OnePlus 13R comparison based on specs and price. You can also compare performance andreviewsonline to decide which device is best to buy.CheckSamsungGalaxyS24UltraAnTuTu, Geekbench, GFXBench and PCMark benchmark scores. Also check the list of alternative smartphones having similar AnTuTu, Geekbench and GFXBench and PCMark benchmark score resultsTanpa melihat adanya fitur AI-nya,SamsungGalaxyS24Ultrahadir dengan sejumlah peningkatan dibanding pendahulunya – ini merupakan sebuah ponsel mewah dengan layar datar dan chip terbaru yang ditingkatkan.Discover the full specifications ofSamsungGalaxyS245G Mobile Phone, including Samsung Exynos 2400, 8 GB RAM, 50 MP + 12 MP + 10 MP Triple Rear Camera, 12 MP Front Camera, 4000 mAh battery & 6.2 inches (15.75 cm) display.",91mobiles_review,,,https://www.91mobiles.com/compare/Samsung/Galaxy+S24+Ultra/vs/Samsung/Galaxy+S25+Ultra.html,neutral,0.936210572719574,0.005240699962636712,neutral,neutral,0.5538809027891062,0.18315576506636652,"{'very negative': 0.046706457978132956, 'negative': 0.05818113753519745, 'neutral': 0.5538809027891062, 'positive': 0.1645574197709304, 'very positive': 0.176674081926633}",non_irony,0.9357832670211792,False,"performance,sound,price_value"
Copy link to bookmark or share with others,91mobiles_review,,,https://www.91mobiles.com/compare/Samsung/Galaxy+S24+Ultra/vs/Samsung/Galaxy+S25+Ultra.html,neutral,0.9251874685287476,0.0031535064003688465,neutral,neutral,0.5916453897371984,0.02824215127335481,"{'very negative': 0.1011336284051131, 'negative': 0.07429668853725198, 'neutral': 0.5916453897371984, 'positive': 0.1328003387466857, 'very positive': 0.10012395457375105}",non_irony,0.9284433126449585,False,general
"While theSamsungGalaxyS24Ultraisn't quite radically different from last year'sGalaxyS23Ultra(Review), there are some noticeable changes. TheGalaxyS24Ultracarries the same overall proportion but with some refinements.",gadgets360_review,,,https://www.gadgets360.com/mobiles/reviews/samsung-galaxy-s24-ultra-review-5085209,positive,0.06335026770830154,0.23062518589263858,neutral,negative,0.48277948862725356,-0.13243397296490303,"{'very negative': 0.008557052225705285, 'negative': 0.48277948862725356, 'neutral': 0.28703512430237715, 'positive': 0.2082310225404701, 'very positive': 0.01339731230419399}",non_irony,0.9684875011444092,False,software
"SamsungGalaxyS24Ultrasmartphone with a dynamic Touchscreen display, Snapdragon 8 Gen 3 processor, and 5000 mAh battery. FindSamsungGalaxyS24Ultralatest price, detailed specs,reviews, ratings, and more.",gadgets360_review,,,https://www.gadgets360.com/samsung-galaxy-s24-ultra-price-in-india-123382,neutral,0.9109417200088501,0.018113624431929147,neutral,neutral,0.46881100308516876,0.4227828208236383,"{'very negative': 0.011927634434065533, 'negative': 0.012802520980986557, 'neutral': 0.46881100308516876, 'positive': 0.1306942515031642, 'very positive': 0.375764589996615}",non_irony,0.9644215703010559,False,"battery,display,performance,price_value"
"TheSamsungGalaxyS24Ultrais literally the phone that goes above and beyond. It's actually the perfect combination of design, technology, and functionality you'll ever find. It's about transforming how you work, create, and play.",gadgets360_review,,,https://www.gadgets360.com/mobiles/sponsored/samsung-galaxy-s24-ultra-is-the-perfect-smartphone-heres-why-7132377,positive,0.8451368808746338,0.7055459108824408,"approval,neutral",very positive,0.703465845229713,0.8290880577616953,"{'very negative': 0.00517119573680363, 'negative': 0.006502018769586895, 'neutral': 0.01677210495673789, 'positive': 0.26808883530715855, 'very positive': 0.703465845229713}",non_irony,0.8820245265960693,False,design
"During a drop test, theSamsungGalaxyS24Ultrawas dropped multiple times from waist height. In the very first fall, the phone's screen got a minor crack in the top right corner.",digit_review,,,https://www.digit.in/news/mobile-phones/samsung-galaxy-s24-ultra-drop-test-reveals-how-tough-it-is.html,neutral,0.9075723886489868,0.003913794068488228,neutral,neutral,0.5008450665673305,-0.3441472876709527,"{'very negative': 0.24679770403331883, 'negative': 0.22861597338859074, 'neutral': 0.5008450665673305, 'positive': 0.013565705908196833, 'very positive': 0.010175550102563095}",non_irony,0.829001784324646,False,display
"SamsungGalaxyA17 5GReview: Small changes, big impact.Best Mobile Phones in 2024:SamsungGalaxyS24Ultra, iPhone 16 Pro Max, Vivo X100 Pro, and more.",digit_review,,,https://www.digit.in/author/dhriti-datta/,neutral,0.7401642203330994,0.08197227521492316,neutral,very positive,0.4469081336378892,0.4896430561469511,"{'very negative': 0.01672923373525858, 'negative': 0.02005121095378722, 'neutral': 0.37733189823063695, 'positive': 0.13897952344242812, 'very positive': 0.4469081336378892}",non_irony,0.9428427815437317,False,general
"SamsungGalaxyS24Ultra5G is available at a massive discount of Rs 52,038 during Flipkart Freedom Sale, bringing price down from Rs 1,29,999 to Rs 80,000.",digit_review,,,https://www.digit.in/news/mobile-phones/samsung-galaxy-s24-ultra-5g-price-drops-by-rs-52038-on-flipkart-during-freedom-sale.html,neutral,0.9386945366859436,0.009469555519262507,neutral,neutral,0.5273792167684358,-0.13595744333382226,"{'very negative': 0.21566317431191404, 'negative': 0.09703131750626746, 'neutral': 0.5273792167684358, 'positive': 0.06340980336431472, 'very positive': 0.09651648804906814}",non_irony,0.8660188913345337,False,price_value
"If you’re a Samsung fan looking for the right time to upgrade your device to a flagship, now could be the perfect moment. The last generation’s top variant, the Samsung Galaxy S24 Ultra 5G, is available at a very attractive price on Flipkart during the Freedom Sale. This means you can save more than Rs 48,000 on the device without even applying for a discount.",digit_review,,,https://www.digit.in/news/mobile-phones/samsung-galaxy-s24-ultra-5g-price-drops-by-rs-52038-on-flipkart-during-freedom-sale.html,neutral,0.8720051050186157,0.03747440293626241,"neutral,approval",neutral,0.47970504077427023,0.3236031929838749,"{'very negative': 0.027368491068084068, 'negative': 0.03568027147570652, 'neutral': 0.47970504077427023, 'positive': 0.17686875378425387, 'very positive': 0.2803774428976853}",non_irony,0.9132655262947083,False,"performance,price_value,software,cooling,design"
"Bt camera of s22u was the best I had S22+ and changed toS24Ultradue to green lines on S22+, and about cameras, the cameras onS24Ultraare way better than the S22+.",web_snippet,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.650294840335846,0.1448217132508791,neutral,very positive,0.43430359686469217,0.4744300240337402,"{'very negative': 0.02150580242171364, 'negative': 0.039694315824705076, 'neutral': 0.3415375098826608, 'positive': 0.16295877500622835, 'very positive': 0.43430359686469217}",non_irony,0.9653584957122803,False,"camera,software"
"Maria, 02 Mar 2026How to access recovery mode?Sorry, My last comment to you I didn't explain properly.  To get into recovery mode turn off your phone. Use your phone charging  cable and hook  it to a tablet,  Laptop or computer. Then  hold volume up and power button together and wait for samsung logo to appear and then release volume and power button and your into recovery mode.  But unfortunately February security update removed the wipe cache partition feature. So it only shows wipe data and factory reset.",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.3969787061214447,-0.2062738308590154,remorse,negative,0.36047852269467584,-0.46387516763845943,"{'very negative': 0.3167961897383489, 'negative': 0.36047852269467584, 'neutral': 0.2741493616287785, 'positive': 0.03083128498193883, 'very positive': 0.017744640956257954}",non_irony,0.5655630230903625,False,"battery,sound,software"
"Abhy06, 11 Mar 2026Its giving 5hrs SOTInteresting... I still get over 9 hours from 70% (...I keep it between 15% and 85%).Maybe test the battery: Device Care > Diagnostics >  Phone Diagnostics > Battery Status...if everything's OK, it should read ""Normal"" and ""Life: Good"". If not, it might be worth contacting Samsung about it(?)",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.9031320810317993,0.012694575731731168,"neutral,curiosity",neutral,0.5413244370683357,-0.27152395680355224,"{'very negative': 0.218537930914012, 'negative': 0.18188992740824783, 'neutral': 0.5413244370683357, 'positive': 0.04057753358964168, 'very positive': 0.017670171019762863}",non_irony,0.9211022257804871,False,"battery,price_value,software"
"SteveUk, 07 Mar 2026I think you may have a battery problem... you shouldn't have to charge your phone multipl...moreIts giving 5hrs SOT",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.48029375076293945,-0.05655134732742811,"neutral,caring",negative,0.3392156952563882,-0.3756974423702894,"{'very negative': 0.2576112543025737, 'negative': 0.3392156952563882, 'neutral': 0.3290845113187781, 'positive': 0.04513375912356314, 'very positive': 0.02895477999869682}",non_irony,0.9604055881500244,False,battery
"Marcus, 07 Mar 2026Samsung Galaxy S24 Ultra will eventually get an update on privacy display as well as all A.I n...moreSorry to break your bubble but privacy display wont becoming, its a display technology not a software thing.",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.10753104835748672,0.0257147137611992,remorse,negative,0.5420050144649373,-0.35932670917995374,"{'very negative': 0.1553612086730224, 'negative': 0.5420050144649373, 'neutral': 0.19729140071903659, 'positive': 0.07661073883493263, 'very positive': 0.028731637308071014}",non_irony,0.799454391002655,False,"display,software"
This is a good successor for my aging galaxy S20 Ulta,web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.9101096391677856,0.4703455901931015,admiration,positive,0.7078113469039458,0.5615333120094338,"{'very negative': 0.0070680507206928225, 'negative': 0.015367728044337605, 'neutral': 0.04737332103070121, 'positive': 0.7078113469039458, 'very positive': 0.22237955330032255}",non_irony,0.7711007595062256,False,general
"Aadrian, 07 Mar 2026Samsung's on fire with another Google play system update of February and 56MB in size! 
...moreYeah that's surprising! I also received a second update on my S24 FE.",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.4991219639778137,0.48732614460989426,surprise,positive,0.2868352527088294,-0.030348129725090517,"{'very negative': 0.2674860303818443, 'negative': 0.1309133442911598, 'neutral': 0.15558842617024746, 'positive': 0.2868352527088294, 'very positive': 0.159176946447919}",irony,0.7179299592971802,True,software
Samsung's on fire with another Google play system update of February and 56MB in size!First you ain't getting such patches for half a year or so and now two in a few weeks.,web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.745294988155365,0.08395818976897922,neutral,neutral,0.3953182995809386,-0.37308302808195504,"{'very negative': 0.3868332670067674, 'negative': 0.11994864460184478, 'neutral': 0.3953182995809386, 'positive': 0.048350455169429214, 'very positive': 0.04954933364102014}",non_irony,0.6810042858123779,False,software
"Abhy06, 03 Mar 2026Samsung S24 Ultra the last true ''Note'' device from Samsung
2 years in s...moreI think you may have a battery problem... you shouldn't have to charge your phone multiple times a day, especially after only 2 years of use? (I've been using my S24U for the last 2 years and the battery is still great... lasts all day, easily 🤔)",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.2231702357530594,-0.06529533843478431,"admiration,approval,curiosity",negative,0.435255818357361,-0.13494260221348114,"{'very negative': 0.09417295790791365, 'negative': 0.435255818357361, 'neutral': 0.22715257488263932, 'positive': 0.13312076795794633, 'very positive': 0.11029788089413985}",non_irony,0.9570697546005249,False,battery
Samsung Galaxy S24 Ultra will eventually get an update on privacy display as well as all A.I new features from Galaxy 26 Ultra within the next 5 updates from Android 16 onwards,web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.9023823142051697,0.020883713902696843,neutral,neutral,0.5290811231537886,0.25203760648250806,"{'very negative': 0.02479152456174383, 'negative': 0.03744704162337608, 'neutral': 0.5290811231537886, 'positive': 0.22625531761030326, 'very positive': 0.18242499305078827}",non_irony,0.7853426933288574,False,"display,software"
"S24 Ultra, the last of the Notes. RiP to the Note Series.",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,neutral,0.8296993970870972,0.05001262509375484,neutral,neutral,0.47231325303787003,-0.2984981926702978,"{'very negative': 0.24448041062578865, 'negative': 0.20877466598291478, 'neutral': 0.47231325303787003, 'positive': 0.048124238812956674, 'very positive': 0.02630743154046988}",non_irony,0.9670060276985168,False,general
"Aadrian, 03 Mar 2026I downloaded and installed the February patch, a bit delayed but it arrived after all. No issu...moreDone.",web_review,,,https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771.php,positive,0.5081266760826111,0.3046427341385167,neutral,very negative,0.33611095114271444,-0.2872330402207711,"{'very negative': 0.33611095114271444, 'negative': 0.2144599118507147, 'neutral': 0.161277920147337, 'positive': 0.2640867000238666, 'very positive': 0.024064516835367408}",non_irony,0.939765989780426,False,delivery
